Name,Cardtype,Realms,Set,Types,Text,Flavortext,Power,Costs,Rarity,Prompt,Artwork 1,Artwork 2,Artwork 3,Artwork 4,Artwork 5,Artwork 6,Artwork 7,Artwork 8,Artwork 9,Artwork 10
Gold Colibri,Unit,Mortal,1,Animal Construct,Deploy: Every friendly Crystal becomes all Realms until the end of your next Turn.,"A mechanical marvel, blending art and whimsy in its flight.",3,"M, ?, ?",Rare,"golden colibri, mechanical metallic bird",https://alpha.midjourney.com/jobs/4b96f219-952d-4629-9ea5-07d8b6625b64?index=3,https://alpha.midjourney.com/jobs/9a06b103-b5a9-4d2f-a06c-f2a3692244cc?index=0,https://alpha.midjourney.com/jobs/b697235d-58dc-46a5-852e-9cf127307d53?index=2,https://alpha.midjourney.com/jobs/fbd01acd-ec46-450e-a41b-df9c33a118ab?index=1,,,,,,
Greedy Senator,Unit,Mortal,1,Demon Human,Deploy: Bury each friendly Unit in this Lane to gain its Power.,"For personal gain, he'd unbalance the scales of power.",4,"M, M, ?, ?",Rare,"greedy senator, ancient roman, holding an emotional speech, cruel, brutal, mean",https://alpha.midjourney.com/jobs/88e3f9b4-074b-4645-969f-b36b4a03b283?index=0,https://alpha.midjourney.com/jobs/48ee5064-30f0-4f2f-bf04-ffa46a4af4b3?index=2,https://alpha.midjourney.com/jobs/1712423c-8247-4d89-938a-b7a8f72676d3?index=3,https://alpha.midjourney.com/jobs/52110149-5889-41ad-8d65-2ed05aed8c38?index=3,https://alpha.midjourney.com/jobs/83be14db-adaf-4786-aeef-ad19b39bd2ca?index=2,https://alpha.midjourney.com/jobs/12fada4d-5aaf-4322-b3d3-24be5496e64d?index=3,,,,
Armordillo,Unit,Nature,2,Animal,Ascend: Nature. Deploy: Gain Taunt and +3 Power.,Ascend,0,"N, ?",Rare,,,,,,,,,,,
Paragon of Conquest,Unit,Mortal,1,Human Warrior,"Conquer: If you have Units with a total Power of 40 or more in this Lane, you win the Game.",Lead,7,"M, M, M, ?, ?, ?",Rare,"alexander the great, young, on a horse, commanding",https://alpha.midjourney.com/jobs/dc99fa2e-811a-4134-88e2-76ee3a711eec?index=3,https://alpha.midjourney.com/jobs/c4a83c37-4d6d-4f59-96bb-5d38ce1a9de6?index=3,https://alpha.midjourney.com/jobs/bdf467d6-4699-4676-a6f9-39e3cbb899e5?index=0,https://alpha.midjourney.com/jobs/47bd8a99-96cc-4b41-bc50-6ab93ee3369d?index=0,https://alpha.midjourney.com/jobs/a1a13900-c801-42e6-af4f-64055214e78b?index=2,https://alpha.midjourney.com/jobs/26cf6a40-ae53-40b8-b6e8-cf911b9a91a6?index=3,https://alpha.midjourney.com/jobs/bb65025a-3646-4b47-89da-e109c9da39f9?index=2,,,
Tilling Yoke Beast,Unit,Mortal,1,Dinosaur,"Whenever you crystallize a Mortal Crystal, another friendly Unit gains +2 Power.",Ordinary beasts cause only an ordinary harvest.,4,"M, M, ?, ?, ?, ?",Rare,"yoked dinosaur, harness, tilling field, ancient roman",https://alpha.midjourney.com/jobs/1ee1739c-f460-4f92-977f-b926ed62b9c9?index=2,https://alpha.midjourney.com/jobs/210e4748-4c39-4d6d-84d6-16b05dcaab37?index=1,https://alpha.midjourney.com/jobs/4865252e-62d3-4d61-a1ff-9e163d348e13?index=2,https://alpha.midjourney.com/jobs/c6c2204f-73dc-4f96-bf79-85232ef0cb07?index=0,,,,,,
Blossombeast,Unit,Nature,2,Animal Plant,"Deploy: If you have 12 or fewer Cards in your Deck, gain +3 Power. If you have more than 6 Crystals, gain +3 Power. If you have more than 4 Cards in Hand, gain +3 Power.",Deck,3,"N, N, ?, ?",Rare,,,,,,,,,,,
Bug Curator,Unit,Nature,2,Human,Deploy: Draw the top Insect from your Deck. Shuffle your Deck.,"In his care, the smallest creatures find grand purpose, each insect a piece in his ever-growing collection.",2,"N, ?, ?",Uncommon,,,,,,,,,,,
Buzzing Hivetitan,Unit,Nature,2,Dinosaur Insect,Crystallize: Unleash <?><?><?>: You may deploy an Insect from your Hand.,Insects,5,"N, N, ?, ?, ?, ?",Uncommon,,,,,,,,,,,
Caleidoscope Spider,Unit,Nature,2,Insect Hunter,Ambush: An enemy Unit moved or gained Power this Turn. Unearth: Cleanse an enemy Unit.,Remote,4,"N, N, ?, ?",Common,,,,,,,,,,,
Cinderguard Emberblade,Unit,Mortal,1,Human Warrior,Deploy: Choose a friendly Warrior Unit. You may bury an enemy Unit adjacent to the chosen if that Unit has lower Power than the Warrior.,,7,"M, M, M, ?, ?, ?",Rare,"cinderguard emberblade, heavily tattooed female mexican, burning sword, red hood, thorax armor, action shot, glowing inferno, swinging twohanded sword, trail of fire",https://alpha.midjourney.com/jobs/1d4aed0b-b3f1-4a68-841a-b6560e29fb45?index=1,https://alpha.midjourney.com/jobs/ecea684f-75e7-4a2a-8d8c-b31339d7d861?index=0,https://alpha.midjourney.com/jobs/042c7da6-d2b4-4b4e-9fac-c8a1de048f01?index=0,https://alpha.midjourney.com/jobs/9be18b40-35c2-40a9-81e0-0d0edb28fc87?index=0,https://alpha.midjourney.com/jobs/ffc45f5d-17c3-4d3e-936b-870f313b274d?index=3,https://alpha.midjourney.com/jobs/ffc45f5d-17c3-4d3e-936b-870f313b274d?index=1,,,,
Senatorial Phalanx,Unit,Mortal,1,Construct Warrior,"Conquer: Draw the top Human of a Realm that you don't have of your Deck. Then, shuffle your Deck.",,3,"M, ?",Rare,"phalanx leader, purple black capes, ancient roman, gleaming sunlight, bright silver armor, purple accents",https://alpha.midjourney.com/jobs/a773fda1-8e09-4208-91c9-e509ced2b25d?index=0,https://alpha.midjourney.com/jobs/c010a863-b47f-48fe-a635-442f668abe87?index=0,https://alpha.midjourney.com/jobs/ec8bc6ad-ad0e-4de1-8b67-74577084f9b3?index=2,https://alpha.midjourney.com/jobs/ec8bc6ad-ad0e-4de1-8b67-74577084f9b3?index=0,https://alpha.midjourney.com/jobs/ec8bc6ad-ad0e-4de1-8b67-74577084f9b3?index=3,https://alpha.midjourney.com/jobs/4a047b2e-a8c8-4e3b-935a-a0167e827322?index=3,,,,
Ferromancer,Unit,Mortal,1,Human Wizard,Deploy and Ally of Construct: You may copy the ability of a friendly Construct.,,2,M,Rare,"ferromancer, ancient roman, rust wizard, surrounded by flying rust particles, channeling, orange pulsating energies",https://alpha.midjourney.com/jobs/a407a34c-2a7a-47d2-858a-c385875cdc0c?index=0,https://alpha.midjourney.com/jobs/85e96c0b-7f8e-45eb-8f72-4d3e18eded4f?index=2,https://alpha.midjourney.com/jobs/0b995103-dd4c-42dc-aec0-6590d8d4db84?index=3,https://alpha.midjourney.com/jobs/cfeb6d61-6de8-4337-8049-cf9ea0ce4b14?index=2,,,,,,
Frontier Centurion,Unit,Mortal,1,Human Warrior,,"Beyond the empire's walls, his blade draws the line.",5,"M, ?, ?, ?, ?",Common,"frontier centurion, rough, scarred",https://alpha.midjourney.com/jobs/e9cfddb2-74e8-4821-93ef-db5a57e9c0e6?index=1,https://alpha.midjourney.com/jobs/3bf3147f-0874-4e69-a5cf-babf4744fc51?index=3,https://alpha.midjourney.com/jobs/37b0498c-4b19-4c10-b0ef-756203163b3f?index=2,https://alpha.midjourney.com/jobs/7f83f9df-7679-4c80-af2f-aaa0f9a41c1e?index=0,https://alpha.midjourney.com/jobs/b4e6f87d-bee5-4e2c-bc71-25002b90cf7b?index=3,https://alpha.midjourney.com/jobs/b4e6f87d-bee5-4e2c-bc71-25002b90cf7b?index=2,https://alpha.midjourney.com/jobs/22a34a29-1762-4b99-a1b7-f4960f0961b3?index=0,,,
Cinderguard Saboteur,Unit,Mortal,1,Human Hunter,,Underneath the red hood lies a will that cannot be extinguished.,4,"M, ?, ?, ?",Common,"cinderguard saboteur, antiquity, heavily tattooed mexican, red hood, hiding, starting a fire in a roman house, arsonist, holding a torch",https://alpha.midjourney.com/jobs/82cf010f-86e1-4c76-bba4-1f5a5c122086?index=2,https://alpha.midjourney.com/jobs/82cf010f-86e1-4c76-bba4-1f5a5c122086?index=3,https://alpha.midjourney.com/jobs/2be582e5-299d-470b-9cbc-a89027a4991d?index=3,https://alpha.midjourney.com/jobs/a3f9b0a5-cf95-46d6-b2ad-b875e23a9b7b?index=3,https://alpha.midjourney.com/jobs/a3f9b0a5-cf95-46d6-b2ad-b875e23a9b7b?index=2,https://alpha.midjourney.com/jobs/a3f9b0a5-cf95-46d6-b2ad-b875e23a9b7b?index=1,https://alpha.midjourney.com/jobs/b446efd1-d0f0-46e6-bb05-0789f08d931d?index=1,https://alpha.midjourney.com/jobs/b446efd1-d0f0-46e6-bb05-0789f08d931d?index=3,https://alpha.midjourney.com/jobs/74ae0134-7c5f-4b5f-b25f-6d6412423dc0?index=1,
Rustblood,Unit,Mortal,1,Insect Construct,,,3,"M, ?, ?",Common,"insect ancient automaton, rusted, very rusty, ancient roman",https://alpha.midjourney.com/jobs/5c5f6b26-162e-4512-81a8-623ad199c9db?index=2,https://alpha.midjourney.com/jobs/0874622e-ceb7-4298-aa38-4f6bf7fa38ea?index=1,https://alpha.midjourney.com/jobs/dd9d91c4-8389-4b65-9bba-37f6db63dfe1?index=3,,,,,,,
Fairgrove Dryad,Unit,Nature,2,Human Plant,"Ascend: Plant. When this ascends, draw the top Plant of your Deck. Shuffle your Deck.",Ascend,2,"N, ?",Common,,,,,,,,,,,
Fairy Fountain,Unit,Nature,0,Spirit Construct,Crystallize: Gain Crystalborn. Each Player draws 2 Cards.,"A hidden glade where the water whispers ancient spells, and the air shimmers with pixie dust.",4,"N, N, ?, ?",Uncommon,,,,,,,,,,,
Harvest Sanctifier,Unit,Mortal,1,Angel Plant,,"Her presence heralds the harvest, ensuring the Eternal Plains remain ever fruitful.",2,"M, ?",Common,"harvest sanctifier, in field of grain, winged valkyrie, coalescing energies, brown spotted wings",https://alpha.midjourney.com/jobs/4e8939d3-700e-432e-87ea-5a6d537e421f?index=0,https://alpha.midjourney.com/jobs/4e8939d3-700e-432e-87ea-5a6d537e421f?index=2,https://alpha.midjourney.com/jobs/6e0215b8-b92d-42ca-b447-89ce45b7a682?index=3,https://alpha.midjourney.com/jobs/112e52b5-82ca-4b76-9909-c0aa04aeeb7a?index=1,https://alpha.midjourney.com/jobs/d632fcf9-6880-4101-b670-edad8226ce60?index=1,,,,,
Goliath Beetle,Unit,Nature,2,Insect,,"With strength unrivaled, it moves with ease, crushing canopy and forest beneath its mighty carapace.",7,"N, N, ?, ?, ?, ?, ?",Common,,,,,,,,,,,
Green Crusader,Unit,Nature,2,Crusader Warrior,"Whenever an enemy Unit of a different Realm is deployed adjacently, gain +1 Power.",Crusader,2,"N, ?",Common,,,,,,,,,,,
Grizzly Trap,Unit,Nature,2,Animal Construct,"Ambush: This Turn, your Opponent conquered this Lane. Unearth: Bury an enemy Unit with the highest Power in this Lane.","No wild monster can escape its iron jaws, be it bear or behemoth.",2,"N, N, ?, ?, ?, ?, ?",Uncommon,,,,,,,,,,,
Volatile Battlemage,Unit,Mortal,1,Warrior Wizard,Deploy: Gain Taunt. Unleash <D><E><N><V>: Gain +4 Power.,,2,"M, ?",Uncommon,"battle mage, wizard warrior, lighning infused weapon, white robe",https://alpha.midjourney.com/jobs/16c76d9e-93cf-40a6-b25c-afdd8780d9cd?index=1,https://alpha.midjourney.com/jobs/3bf4a471-5c25-4362-83a7-ff9d2b62f7a6?index=2,https://alpha.midjourney.com/jobs/a45d38bf-1bbc-418f-83d2-652c7d2f34d7?index=1,https://alpha.midjourney.com/jobs/762ada30-e1d4-42fd-9cb5-0890aa7ebf5e?index=1,https://alpha.midjourney.com/jobs/b64fcfaa-f524-4106-97e4-999815c35ba8?index=1,https://alpha.midjourney.com/jobs/7e524fb9-e723-4ade-b636-4fc0ba247ccf?index=3,https://alpha.midjourney.com/jobs/e224a083-95f6-49e2-8c7f-dadfbba98f31?index=2,,,
Ordinary Flower Pot,Unit,Mortal,1,Construct Plant,Deploy and Crystallize: You may bury this to draw the top Plant of your Deck.,,1,M,Uncommon,"ordinary flower pot, clay, slight magical blue glow, garden, roots, vines, ancient greek",https://alpha.midjourney.com/jobs/38f3775f-1bfe-4229-8836-86361ca30379?index=0,https://alpha.midjourney.com/jobs/38f3775f-1bfe-4229-8836-86361ca30379?index=1,https://alpha.midjourney.com/jobs/94f65a34-356e-4cee-ac91-40001b561c9e?index=0,https://alpha.midjourney.com/jobs/94f65a34-356e-4cee-ac91-40001b561c9e?index=2,https://alpha.midjourney.com/jobs/06e001ac-4ecf-4823-94e1-8dd68d2b05b7?index=3,https://alpha.midjourney.com/jobs/06e001ac-4ecf-4823-94e1-8dd68d2b05b7?index=1,https://alpha.midjourney.com/jobs/b8ede178-5b2a-48c9-8590-edff0fab188f?index=1,https://alpha.midjourney.com/jobs/9bf3783e-f8f6-4bbf-b78e-1ab8f2751edd?index=3,,
Ancient Scholar,Unit,Mortal,1,Angel Wizard,Summon: Glimpse 3.,,3,"M, M",Common,"ancient scholar, winged valkyrie, coalescing energies, brown spotted wings, scrolls under arm, blue outfit",https://alpha.midjourney.com/jobs/32bff669-6480-4e61-b3d7-5b296fbb3e86?index=1,https://alpha.midjourney.com/jobs/e829a262-4a18-4388-8c7f-8584048fc4ff?index=3,,,,,,,,
Little Lamb,Unit,Nature,2,Animal,"Ascend: Animal. Whenever a friendly Animal Unit is deployed adjacently, gain +1 Power.",Ascend,1,"N, ?",Common,,,,,,,,,,,
Weaponized Pest,Unit,Mortal,1,Insect Warrior,Deploy: Move all Tokens from a friendly Unit to this.,Grashüpfer mit Rasierklingen,5,"M, ?, ?, ?, ?, ?, ?",Common,"combat beetle, ancient greece, fantasy artwork, bug rider",https://alpha.midjourney.com/jobs/b463c1a6-da7b-45d1-b9df-9c0118388788?index=3,https://alpha.midjourney.com/jobs/2df60f72-ae91-42ff-b736-7b07706da614?index=0,https://alpha.midjourney.com/jobs/10744971-91da-4603-9a30-c882162ef0b7?index=1,https://alpha.midjourney.com/jobs/2696929c-fc7b-4b25-80c4-4c05acd4cf0b?index=0,https://alpha.midjourney.com/jobs/e97f4d7a-e262-4e9e-bfa0-b88b710a66ca?index=0,https://cdn.midjourney.com/390f696b-fedd-4bcb-a5fd-645c2721ca8a/0_0.png,,,,
Beastcaster,Unit,Mortal,1,Human Wizard,Ally of Animal: Gain +2 Power. You may move an adjacent friendly Animal to any free Slot.,,3,"M, M, ?, ?, ?",Common,"ancient greek mage summoning a stampede of huge beasts, green energies floating about",https://alpha.midjourney.com/jobs/01774065-3ddf-4645-876e-b5f914ba9dfc?index=2,https://alpha.midjourney.com/jobs/77ddb1fb-6d27-41fd-91a0-1490b1e96fd3?index=3,https://alpha.midjourney.com/jobs/19cdbc49-22ba-49f0-a7bf-adcb3a185fc5?index=2,,,,,,,
Trained War Elephant,Unit,Mortal Nature,1,Animal Warrior,Deploy: Gain +1 Power for each friendly Mortal Crystal.,"A titan among soldiers, its tusks carve a path of destruction, turning enemy lines into mere memories.",3,"M, M, N, ?",Uncommon,"ancient scythian armored war elephant, action shot",https://alpha.midjourney.com/jobs/a3057994-a1cb-4ea6-a496-3064fe982b59?index=1,https://alpha.midjourney.com/jobs/4a8a8406-1e05-4b13-a11d-73885cebdc89?index=1,https://alpha.midjourney.com/jobs/6ef972f4-5b88-4066-b833-be272e43328c?index=2,https://alpha.midjourney.com/jobs/f73346c9-033d-42e0-a7bc-51d4f0779a79?index=0,,,,,,
Starborne Basilisk,Unit,Mortal Nature,1,Animal Dragon,Deploy: Take an additional Turn.,"Eclipsing suns and moons in its flight, the Starborne Basilisk weaves the future and past into the tapestry of the present.",3,"M, M, N, N, ?, ?, ?",Rare,"chinese dragon made of star matter in the night sky, blue body, sparklich scales, translucent, action shot",https://alpha.midjourney.com/jobs/51d5c956-0945-49dd-ac85-28c30aa2553b?index=0,https://alpha.midjourney.com/jobs/51d5c956-0945-49dd-ac85-28c30aa2553b?index=2,https://alpha.midjourney.com/jobs/c0215ff7-e632-4301-8717-be673fdf5103?index=2,https://alpha.midjourney.com/jobs/35fabae1-ed92-4f52-bfc3-0eabddefa806?index=0,https://alpha.midjourney.com/jobs/75af3cd1-ca14-49e1-b440-992c90605717?index=2,,,,,
Gladehost Kyudo Master,Unit,Mortal Nature,1,Bannerbearer Human,,"Within the silent woods, his arrow flies true, a dance of precision and harmony with nature's rhythm.",2,"M, N",Common,"gladehost, kyudo master, standard-bearer, green banner, in a japanese bamboo forest, fantasy artwork",https://alpha.midjourney.com/jobs/d5fcdaf9-cde7-4aae-8f10-dfa0563034ad?index=2,https://alpha.midjourney.com/jobs/ab75823b-9baa-4dd1-93d4-da7a883484e3?index=3,https://alpha.midjourney.com/jobs/780c6c09-f30e-4cb3-8a30-4443378dec71?index=0,https://alpha.midjourney.com/jobs/76923fb4-99d5-49ce-b188-049f29fd9fa0?index=1,https://alpha.midjourney.com/jobs/8eb1f4bb-2550-4963-a72a-d88c5b4f19b8?index=2,,,,,
Chalice Bloodbrewer,Unit,Mortal Void,1,Angel Undead,Deploy: Bury a friendly Mortal Crystal and gain its Power.,"In her ancient veins flows the command of night's children, her will bending the undead to her dark desires.",1,"M, V, V, ?",Uncommon,"angel, nightblue wings, deathly pale, witch, aristocratic, undead, vampire, action shot, brewing a blood potion, bubbling cauldron",https://alpha.midjourney.com/jobs/22809f0a-08dc-4f64-98a8-4404c4ab27ff?index=1,https://alpha.midjourney.com/jobs/5b91328b-1723-4e9a-ae74-e0d94368bbd9?index=3,https://alpha.midjourney.com/jobs/79cc175a-38b4-4f94-b788-3a21fe90bd96?index=3,https://alpha.midjourney.com/jobs/79cc175a-38b4-4f94-b788-3a21fe90bd96?index=1,https://alpha.midjourney.com/jobs/02594f9a-42f2-4692-a624-4174f3749a0b?index=1,,,,,
Packhunting Crystalbeast,Unit,Nature,2,Dinosaur Hunter,Ally of Dinosaur: You may return an adjacent Unit to its Owner's Hand.,Dinosaurs,4,"N, N, ?, ?, ?",Common,,,,,,,,,,,
Pebble Gekko,Unit,Nature,0,Animal Plant,Crystallize: A friendly Unit gains Fear.,"Its stony eyes hold a timeless curse, turning the living to monuments of their last moments.",5,"N, N, ?, ?, ?",Common,,,,,,,,,,,
Platinum Ladybug,Unit,Nature,2,Insect,Deploy: Draw the top Nature Unit with 5 or more Power. Shuffle your Deck.,"In its gleaming flight, the secrets of the wild are revealed, a tiny harbinger of nature's forces.",1,"N, ?, ?",Uncommon,,,,,,,,,,,
Necromancer,Unit,Mortal Void,1,Demon Wizard,Deploy: Deploy a friendly Spirit Crystal or friendly Undead Crystal adjacently.,"In the forgotten corners of the realm, he crafts his rebellion, an army born of death and bound to his dark will.",2,"M, M, V, ?, ?",Rare,demonic necromancer,https://alpha.midjourney.com/jobs/d3cbeeb5-7d32-4043-a6bf-4bae29b58f5e?index=1,https://alpha.midjourney.com/jobs/f4c48630-208d-4ef7-82a2-ba331bea8ac6?index=3,https://alpha.midjourney.com/jobs/f4c48630-208d-4ef7-82a2-ba331bea8ac6?index=1,https://alpha.midjourney.com/jobs/9b2ab810-2e17-4453-80f0-4ed8335dcba6?index=3,https://alpha.midjourney.com/jobs/5fa229a5-422f-4ee2-88e1-74a946b95bf8?index=2,,,,,
Pollen Buzz,Unit,Nature,2,Insect Plant,"Deploy: For each friendly Nature Crystal, the friendly Unit with the lowest Power gains +1 Power.",The outstanding blooming beauty of the Selen flower fields are the outcome of yet another one of nature's happy accidents.,4,"N, N, ?, ?, ?, ?",Uncommon,,,,,,,,,,,
Primal Horde,Unit,Nature,2,Animal,Crystallize: Unleash <?><?><?><?>: Deploy the top Animal of your Deck. Your Opponent draws a Card.,"To this day, seekers of truth and hunters of legend traverse the ends of the earth, hoping to catch but a glimpse of the Crystal Behemoth. For it is said that to look upon it is to grasp the threads that weave the fabric of existence itself.",6,"N, N, N, ?, ?, ?",Rare,,,,,,,,,,,
Prowling Puma,Unit,Nature,2,Animal Hunter,Ally of Animal: Deploy the top Animal with 3 or less Power of your Deck adjacently.,???,3,"N, N, ?, ?, ?",Uncommon,,,,,,,,,,,
Raider of the Crystal Catacombs,Unit,Nature,0,Human Hunter,Conquer: Crystallize the top three Cards of your Deck.,Traps? Curses? Just a regular day for him in the hunt for relics better left buried.,3,"N, N, ?",Rare,,,,,,,,,,,
Forsaken Aristocrat,Unit,Mortal Void,1,Bannerbearer Undead,,"Once adored in grand halls, now lurking in shadowed corners, thirsting for more than just respect.",2,"M, V",Common,"forsaken aristocrat, indead standard-bearer, purple and blue banner",https://alpha.midjourney.com/jobs/8ca76d1e-2fdd-4c6f-b81a-f980f4465204?index=1,https://alpha.midjourney.com/jobs/fee9f008-5272-48db-b4d7-5f0b71558eb6?index=1,https://alpha.midjourney.com/jobs/818b4c69-a239-425e-865f-581ae0f5d202?index=3,https://alpha.midjourney.com/jobs/13192ffd-f511-40f8-8825-6afe3e936772?index=1,https://alpha.midjourney.com/jobs/004d14c3-1c31-4c4e-b9cd-f15becae7920?index=3,,,,,
Roar from the Past,Unit,Nature,2,Dinosaur Spirit,"Start of your Turn: A friendly Nature Crystal gains Crystalborn. Whenever you deploy a Dinosaur from your Crystal Zone, it gains +2 Power.","Beneath the earth, it stirred, the first to rise; a colossus in crystal, calling its kin from age-old slumber. 'Awaken,' it roared, and the ground obeyed.",6,"N, N, N, ?, ?, ?",Rare,,,,,,,,,,,
Rootseed Snapscale,Unit,Nature,2,Dragon Plant,Ally of 6+ Cost: Gain Taunt and +3 Power.,"""Der Hurensohn""",3,"N, ?, ?, ?",Common,,,,,,,,,,,
Alpha of the Stampede,Unit,Nature,1,Dinosaur,Deploy: Move a friendly Dinosaur Unit into an adjacent empty Slot.,Dinosaurs,3,"N, ?, ?",Common,"diplodocus, herbivore, walking on four legs, towering, larger than clouds, action shot, leading a stampede",https://alpha.midjourney.com/jobs/601a075d-73c7-4df6-81df-aed24988e0ef?index=1,https://alpha.midjourney.com/jobs/73a9a1a1-32fd-4221-b568-f49bf10ec8c3?index=1,https://alpha.midjourney.com/jobs/eaeb0c2c-5671-4d2a-88fd-4abe109eab65?index=1,https://alpha.midjourney.com/jobs/69e81fbf-243c-4e8a-ae5b-632a0bffeb89?index=0,https://alpha.midjourney.com/jobs/0063068d-9dbd-4110-8aae-322eeb900c81?index=2,,,,,
Amethyst Argosaurus,Unit,Nature,1,Construct Dinosaur,Crystallize: A friendly Dinosaur Crystal gains Crystalborn.,"Veined with amethyst shards, its massive form pulsates with raw, unbridled energy.",6,"N, N, ?, ?, ?",Uncommon,"amethyst argosaurus, herbivore, walking on four legs, made of purple crystals, made of crystals, sleek, cruel, long snout",https://alpha.midjourney.com/jobs/16dd6fff-fe9a-4d6e-87c6-3ca358f44292?index=2,https://alpha.midjourney.com/jobs/2597c96a-7d3a-446b-9533-8ddf115e632c?index=2,https://alpha.midjourney.com/jobs/b489dec3-9c93-4f7a-a86e-aaa05d7279fd?index=0,https://alpha.midjourney.com/jobs/f0ba1bb6-73d9-4919-bcab-c5dbd66466c8?index=2,https://alpha.midjourney.com/jobs/84026d48-d440-4fbe-acd4-072430cb1aa9?index=3,,,,,
Astral Unicorn,Unit,Nature,1,Animal,Deploy: Gain +1 Power for each Realm of friendly Crystals.,"Bathed in starlight, it roams the world, a mystical beacon in the vastness of the night sky.",4,"N, N, ?, ?, ?",Uncommon,"ancient norse unicorn, rainbow colored northern lights, astral",https://alpha.midjourney.com/jobs/89a4af33-8c31-4818-8eb6-f9969b2c2213?index=1,https://alpha.midjourney.com/jobs/89a4af33-8c31-4818-8eb6-f9969b2c2213?index=3,https://alpha.midjourney.com/jobs/5dc009ad-ce99-4a88-9749-a25a3795dab9?index=2,https://alpha.midjourney.com/jobs/ecbf8e81-c009-4e9e-b245-7c6d2d4b01e2?index=2,https://alpha.midjourney.com/jobs/06aecf02-8df2-4041-bf0d-fe6ddf1c506d?index=3,https://alpha.midjourney.com/jobs/06aecf02-8df2-4041-bf0d-fe6ddf1c506d?index=1,https://alpha.midjourney.com/jobs/d51d3493-9845-494e-abcd-8b4dda1b4954?index=3,,,
Spectra Stick Bug,Unit,Nature,2,Insect Plant,Ally of Insect: You may deploy an Insect from your Hand.,"Among the greenery, it thrives as nature's artful imitator, a spectral insect hiding in plain sight.",3,"N, ?, ?, ?",Common,,,,,,,,,,,
Calming Apparition,Unit,Nature,1,Animal Spirit,Crystallize: Gain Crystalborn.,"Bathed in an otherworldly glow, it guides lost souls through the cold, a beacon of peace in the hushed wilderness.",1,N,Common,"ancient norse deer spirit, glowing ephemeral, translucent, glowing from inside",https://alpha.midjourney.com/jobs/6cbb2b81-50d4-40ad-b747-ec46393643e1?index=3,https://alpha.midjourney.com/jobs/6cbb2b81-50d4-40ad-b747-ec46393643e1?index=1,https://alpha.midjourney.com/jobs/98223da5-e9ab-403d-be92-42edfdeb232d?index=1,https://alpha.midjourney.com/jobs/4163fbff-fc6e-4102-a952-85b519a3d421?index=2,https://alpha.midjourney.com/jobs/5a15d0ed-7e2b-4bc5-843e-bf70a3693e5e?index=1,https://alpha.midjourney.com/jobs/92a991cd-e307-4753-906a-519a0c62105d?index=3,https://alpha.midjourney.com/jobs/5a15d0ed-7e2b-4bc5-843e-bf70a3693e5e?index=0,,,
Sylvan Gamekeeper,Unit,Nature,2,Hunter Plant,Ritual of Hunter: Up to three friendly Units with the lowest Powers gain +1 Power.,Ritual,4,"N, ?, ?, ?",Common,,,,,,,,,,,
Tainted Jade Monstrosity,Unit,Nature,2,Dinosaur Plant,Deploy: Crystallize the top two Cards of your Deck. Each Player buries three Crystals.,"A creature of both life and decay, it embodies the Tainted Jade's perilous dance with nature's hidden forces.",6,"N, N, N, ?, ?, ?, ?",Rare,,,,,,,,,,,
Tainted Jade Mycomancer,Unit,Nature,2,Human Plant,Ally of Insect or Plant: You may bury this to deploy a friendly Insect or Plant Crystal adjacently.,"From his vials emerge not just elixirs, but legions of insects, bred for battle's chaotic dance.",3,"N, N, ?, ?",Uncommon,,,,,,,,,,,
Caring Matriarch,Unit,Nature,1,Dinosaur,Deploy: You may crystallize the top Card of your Deck.,"Beneath a caring guise, ferocity lurks; woe to those who threaten her brood in the wild depths.",2,"N, ?, ?",Uncommon,"plant dinosaur, plant elemental, cream and light green colored, matriarch, round head, tending her eggs, dinosaur nest, peaceful, motherly, soft, tender",https://alpha.midjourney.com/jobs/3b4089d0-bf4d-4a94-bb35-c0b4906f1216?index=0,https://alpha.midjourney.com/jobs/78b50fc7-c88b-4266-af01-f6310f7c66b6?index=1,https://alpha.midjourney.com/jobs/1aa17e4b-0cfc-4e1a-8aba-d422bd1262f8?index=3,https://alpha.midjourney.com/jobs/5716ac68-4e00-4b29-9696-033a3bf329f0?index=0,https://alpha.midjourney.com/jobs/c3087eef-7469-4826-9f20-8b251ac86aad?index=2,https://alpha.midjourney.com/jobs/0c710866-fc1d-4c12-b44c-e13a1ae37407?index=1,https://alpha.midjourney.com/jobs/9bc47bf6-4360-4c92-a9f6-de43a34d4321?index=2,https://alpha.midjourney.com/jobs/d7107579-6d7c-4f5d-9453-a4c93ecba7ba?index=1,https://alpha.midjourney.com/jobs/d7107579-6d7c-4f5d-9453-a4c93ecba7ba?index=2,
Trickster Sprite,Unit,Nature,2,Spirit Wizard,Deploy: You may return an adjacent friendly Unit to your Hand to gain +3 Power.,Bounce,2,"N, ?, ?",Common,,,,,,,,,,,
Venomleaf Croaker,Unit,Nature,2,Animal Plant,Deploy: Gains +1 Power for each adjacent Plant. ,"Leafy and lethal, a true monarch of the underbrush.",5,"N, N, ?, ?, ?, ?",Common,,,,,,,,,,,
